Experiment Schelling Stat Mech Experiment
Running at end and mid points for history files.
Experiment started 2014-05-07 115952

######################################################
Experiment Defaults:
                           setNumOfRaces :,  	2
Experiment Parameter Variations:
                  setInitialOpinionSplit :,  	[0.25, 0.5, 0.75]
                          setSocialForce :,  	[-0.25, 0, 0.25]
                    setSocialTemperature :,  	[0.01, 0.1, 1.0]
######################################################
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.25
                          setSocialForce :	,-0.25
                    setSocialTemperature :	,0.01
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 132142, 24,                 0.75,                    0,                  1.0,54,98.91,54.64,0.95
 2014-05-07 132152, 24,                 0.75,                    0,                  1.0,52,95.15,59.96,0.77
 2014-05-07 132202, 24,                 0.75,                    0,                  1.0,52,98.54,53.72,0.94
averages: ,                 0.75,                    0,                  1.0,55,97.86,55.06,0.91
standard deviations: ,                 0.75,                    0,                  1.0, 5,1.57,3.14,0.08
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,0.25
                    setSocialTemperature :	,0.01
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 132212, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.58,1.00
 2014-05-07 132221, 25,                 0.75,                 0.25,                 0.01,50,100.00,49.70,1.00
 2014-05-07 132230, 25,                 0.75,                 0.25,                 0.01,50,100.00,49.91,1.00
 2014-05-07 132240, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.00,1.00
 2014-05-07 132249, 25,                 0.75,                 0.25,                 0.01,50,100.00,49.70,1.00
 2014-05-07 132258, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.04,1.00
 2014-05-07 132308, 25,                 0.75,                 0.25,                 0.01,50,100.00,49.16,1.00
 2014-05-07 132317, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.74,1.00
 2014-05-07 132327, 25,                 0.75,                 0.25,                 0.01,50,100.00,49.78,1.00
 2014-05-07 132336, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.00,1.00
 2014-05-07 132345, 25,                 0.75,                 0.25,                 0.01,50,100.00,49.82,1.00
 2014-05-07 132355, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.04,1.00
 2014-05-07 132404, 25,                 0.75,                 0.25,                 0.01,50,100.00,49.73,1.00
 2014-05-07 132414, 25,                 0.75,                 0.25,                 0.01,50,100.00,49.45,1.00
 2014-05-07 132423, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.24,1.00
 2014-05-07 132432, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.02,1.00
 2014-05-07 132442, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.49,1.00
 2014-05-07 132451, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.10,1.00
 2014-05-07 132500, 25,                 0.75,                 0.25,                 0.01,50,100.00,49.77,1.00
 2014-05-07 132510, 25,                 0.75,                 0.25,                 0.01,50,100.00,50.63,1.00
averages: ,                 0.75,                 0.25,                 0.01,50,100.00,50.00,1.00
standard deviations: ,                 0.75,                 0.25,                 0.01, 0,0.00,0.39,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,0.25
                    setSocialTemperature :	,0.1
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 132519, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.66,1.00
 2014-05-07 132528, 26,                 0.75,                 0.25,                  0.1,50,100.00,49.50,1.00
 2014-05-07 132538, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.84,1.00
 2014-05-07 132547, 26,                 0.75,                 0.25,                  0.1,50,100.00,49.80,1.00
 2014-05-07 132557, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.59,1.00
 2014-05-07 132606, 26,                 0.75,                 0.25,                  0.1,50,100.00,49.48,1.00
 2014-05-07 132615, 26,                 0.75,                 0.25,                  0.1,50,100.00,49.77,1.00
 2014-05-07 132625, 26,                 0.75,                 0.25,                  0.1,50,100.00,51.21,1.00
 2014-05-07 132634, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.48,1.00
 2014-05-07 132643, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.20,1.00
 2014-05-07 132653, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.32,1.00
 2014-05-07 132702, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.51,1.00
 2014-05-07 132711, 26,                 0.75,                 0.25,                  0.1,50,100.00,49.70,1.00
 2014-05-07 132721, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.59,1.00
 2014-05-07 132730, 26,                 0.75,                 0.25,                  0.1,50,100.00,49.12,1.00
 2014-05-07 132739, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.04,1.00
 2014-05-07 132749, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.51,1.00
 2014-05-07 132758, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.27,1.00
 2014-05-07 132808, 26,                 0.75,                 0.25,                  0.1,50,100.00,50.26,1.00
 2014-05-07 132817, 26,                 0.75,                 0.25,                  0.1,50,100.00,49.23,1.00
averages: ,                 0.75,                 0.25,                  0.1,50,100.00,50.15,1.00
standard deviations: ,                 0.75,                 0.25,                  0.1, 0,0.00,0.54,0.00
*********************Job Settings*********************
                  setInitialOpinionSplit :	,0.75
                          setSocialForce :	,0.25
                    setSocialTemperature :	,1.0
 timestamp, job ID, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 2014-05-07 132826, 27,                 0.75,                 0.25,                  1.0,50,100.00,48.89,1.00
 2014-05-07 132836, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.52,1.00
 2014-05-07 132845, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.02,1.00
 2014-05-07 132854, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.29,1.00
 2014-05-07 132904, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.24,1.00
 2014-05-07 132913, 27,                 0.75,                 0.25,                  1.0,50,100.00,49.68,1.00
 2014-05-07 132923, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.23,1.00
 2014-05-07 132932, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.56,1.00
 2014-05-07 132941, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.28,1.00
 2014-05-07 132951, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.26,1.00
 2014-05-07 133000, 27,                 0.75,                 0.25,                  1.0,50,100.00,49.86,1.00
 2014-05-07 133009, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.13,1.00
 2014-05-07 133019, 27,                 0.75,                 0.25,                  1.0,50,100.00,49.68,1.00
 2014-05-07 133028, 27,                 0.75,                 0.25,                  1.0,50,100.00,49.96,1.00
 2014-05-07 133038, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.29,1.00
 2014-05-07 133047, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.47,1.00
 2014-05-07 133056, 27,                 0.75,                 0.25,                  1.0,50,100.00,50.29,1.00
 2014-05-07 133106, 27,                 0.75,                 0.25,                  1.0,50,100.00,49.78,1.00
 2014-05-07 133115, 27,                 0.75,                 0.25,                  1.0,50,100.00,49.65,1.00
 2014-05-07 133124, 27,                 0.75,                 0.25,                  1.0,50,100.00,49.46,1.00
averages: ,                 0.75,                 0.25,                  1.0,50,100.00,50.03,1.00
standard deviations: ,                 0.75,                 0.25,                  1.0, 0,0.00,0.40,0.00
######################################################
EXPERIMENT SUMMARY:  JOB AVERAGES
######################################################

, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 1,                 0.25,                -0.25,                 0.01,56,90.69,79.98,0.00
 2,                 0.25,                -0.25,                  0.1,58,90.69,80.17,0.00
 3,                 0.25,                -0.25,                  1.0,58,90.61,79.99,0.00
 4,                 0.25,                    0,                 0.01,57,90.80,80.27,0.00
 5,                 0.25,                    0,                  0.1,59,90.92,80.24,0.00
 6,                 0.25,                    0,                  1.0,58,91.87,73.77,0.31
 7,                 0.25,                 0.25,                 0.01,54,92.15,69.43,0.21
 8,                 0.25,                 0.25,                  0.1,54,91.71,74.13,0.13
 9,                 0.25,                 0.25,                  1.0,50,100.00,49.83,1.00
 10,                  0.5,                -0.25,                 0.01,57,90.42,79.72,0.00
 11,                  0.5,                -0.25,                  0.1,54,90.69,79.81,0.00
 12,                  0.5,                -0.25,                  1.0,55,90.76,79.80,0.00
 13,                  0.5,                    0,                 0.01,52,95.92,59.47,0.60
 14,                  0.5,                    0,                  0.1,53,94.86,65.89,0.46
 15,                  0.5,                    0,                  1.0,56,94.36,64.61,0.64
 16,                  0.5,                 0.25,                 0.01,50,100.00,50.16,1.00
 17,                  0.5,                 0.25,                  0.1,50,100.00,49.84,1.00
 18,                  0.5,                 0.25,                  1.0,50,100.00,50.10,1.00
 19,                 0.75,                -0.25,                 0.01,52,97.80,53.95,0.81
 20,                 0.75,                -0.25,                  0.1,52,97.94,55.01,0.81
 21,                 0.75,                -0.25,                  1.0,54,90.63,79.63,0.00
 22,                 0.75,                    0,                 0.01,50,100.00,49.94,1.00
 23,                 0.75,                    0,                  0.1,50,100.00,49.98,1.00
 24,                 0.75,                    0,                  1.0,55,97.86,55.06,0.91
 25,                 0.75,                 0.25,                 0.01,50,100.00,50.00,1.00
 26,                 0.75,                 0.25,                  0.1,50,100.00,50.15,1.00
 27,                 0.75,                 0.25,                  1.0,50,100.00,50.03,1.00
######################################################
EXPERIMENT SUMMARY:  JOB STANDARD DEVIATIONS
######################################################

, setInitialOpinionSplit, setSocialForce, setSocialTemperature, runtime, pct happy, pct same, tolerance
 1,                 0.25,                -0.25,                 0.01, 5,0.50,1.13,0.00
 2,                 0.25,                -0.25,                  0.1, 7,0.52,1.20,0.00
 3,                 0.25,                -0.25,                  1.0,11,0.45,1.35,0.00
 4,                 0.25,                    0,                 0.01, 5,0.52,1.05,0.00
 5,                 0.25,                    0,                  0.1, 7,0.42,0.83,0.00
 6,                 0.25,                    0,                  1.0,11,1.08,4.08,0.18
 7,                 0.25,                 0.25,                 0.01, 4,0.52,1.75,0.05
 8,                 0.25,                 0.25,                  0.1, 4,1.99,6.15,0.21
 9,                 0.25,                 0.25,                  1.0, 0,0.00,0.43,0.00
 10,                  0.5,                -0.25,                 0.01, 5,0.59,0.90,0.00
 11,                  0.5,                -0.25,                  0.1, 4,0.44,0.97,0.00
 12,                  0.5,                -0.25,                  1.0, 8,0.60,0.99,0.00
 13,                  0.5,                    0,                 0.01, 3,3.09,9.12,0.33
 14,                  0.5,                    0,                  0.1, 3,4.43,14.07,0.47
 15,                  0.5,                    0,                  1.0, 6,1.52,5.12,0.16
 16,                  0.5,                 0.25,                 0.01, 0,0.00,0.53,0.00
 17,                  0.5,                 0.25,                  0.1, 0,0.00,0.61,0.00
 18,                  0.5,                 0.25,                  1.0, 0,0.00,0.40,0.00
 19,                 0.75,                -0.25,                 0.01, 2,0.46,0.92,0.04
 20,                 0.75,                -0.25,                  0.1, 2,2.88,8.33,0.29
 21,                 0.75,                -0.25,                  1.0, 5,0.46,1.04,0.00
 22,                 0.75,                    0,                 0.01, 0,0.00,0.55,0.00
 23,                 0.75,                    0,                  0.1, 0,0.00,0.54,0.00
 24,                 0.75,                    0,                  1.0, 5,1.57,3.14,0.08
 25,                 0.75,                 0.25,                 0.01, 0,0.00,0.39,0.00
 26,                 0.75,                 0.25,                  0.1, 0,0.00,0.54,0.00
 27,                 0.75,                 0.25,                  1.0, 0,0.00,0.40,0.00
######################################################
Experiment Completed 2014-05-07 133134
######################################################

